area_m2,perimeter_m,shape_index,area_log,elongation,nearest_nbr_dist,local_density,density_50m,density_100m,density_250m,density_ratio,nn_dist_std_100m,orientation,orientation_entropy,orientation_coherence,lat,lon,confidence,full_plus_code
59.76730372037953,42.27605419247704,0.4202276611641386,4.107051876566265,1.2198444013366423,4.454686954435307,2037.1832715762603,3947.042588679004,2037.1832715762603,1782.5353626292278,2.214285714285714,11.192826382557808,26.85616961961952,3.194990270220268,0.484375,-1.9519322068629261,30.13303088254586,0.75,6GCG24XM+66CQ
30.13144855420373,22.165509819957453,0.7706805969811041,3.438218515789926,1.3203716667972138,5.003465894333515,5602.2539968347155,5602.2539968347155,5602.2539968347155,3763.696094237141,1.4884979702300405,4.835946057032368,29.654585375422954,3.412253068024279,0.4147727272727273,-1.960951437019148,30.133739506301005,0.75,6GCG24QM+JF9W
19.951983339468285,18.34216488324578,0.7452375874750646,3.042233312028896,1.5862011366271045,6.363484493260983,3469.577759403318,4965.634224467134,3469.577759403318,1293.6113774509254,3.8385826771653537,5.135377173260384,166.09930108755842,3.6130487541960123,0.29357798165137616,-1.9619855870595346,30.125751084914178,0.75,6GCG24QG+682C
85.30813803160024,36.95495014929793,0.7849736624225995,4.457923892966774,1.047138314887986,8.182800884942967,3405.91578216656,3055.7749073643904,3405.91578216656,2021.9043970394384,1.5113350125944582,6.673444007695473,81.55210130378207,2.1929854177111725,0.5700934579439252,-1.9460229484495515,30.132897496678243,0.8125,6GCG343M+H5R4
18.880528088374593,17.394337675148527,0.7841663605958948,2.989740764677155,1.081992030915504,11.817102689247895,2291.831180523293,2928.450952890874,2291.831180523293,1864.0226934922782,1.57103825136612,7.96370603604154,123.95662075039675,3.913068413302611,0.2222222222222222,-1.9587267361445726,30.143399038714453,0.8125,6GCG24RV+G92X
39.56741838192241,25.659022225846154,0.7552093763597165,3.7029652415215355,1.488336133138384,6.248279112418567,2132.6762374313976,4838.310269993618,2132.6762374313976,1818.1860698818125,2.6610644257703076,12.621722471418272,18.959285889320775,3.2898078814790277,0.47761194029850745,-1.9517786569595286,30.132960208510237,0.8125,6GCG24XM+75PW
31.640798831273063,22.950749939284794,0.7548550091248563,3.485563003793759,1.4920798334043184,7.212665027676964,3310.4228163114226,4710.986315520102,3310.4228163114226,3111.7974473327376,1.513911620294599,7.730974653391208,106.68731407964226,2.9490123471145493,0.3942307692307692,-1.956867580998647,30.13685552238932,0.8125,6GCG24VP+7P57
54.69113407683292,38.31449945061155,0.4681666578268252,4.019820961496098,1.4807857577506056,16.047252136416954,1878.028328484365,2037.1832715762603,1878.028328484365,1746.8846553766432,1.1661807580174928,9.34353027806325,10.272146833309659,3.286511117761564,0.4745762711864407,-1.9545459052145813,30.12534932108644,0.8125,6GCG24WG+54Q2
50.93615307221167,29.39033339986125,0.7410149682326492,3.950015138651691,1.6242138044635388,14.677494264661588,4138.028520389278,4329.014452099553,4138.028520389278,3722.952428805616,1.1627906976744184,6.290472154033903,101.80765504072372,2.668298597362109,0.4,-1.9574878440132313,30.137405633285173,0.8125,6GCG24VP+2X2H
116.36312336403779,44.30371730888337,0.7449804899697331,4.76527274701193,1.5860974584896892,9.903528586341645,4169.859509007658,5092.95817894065,4169.859509007658,3605.814390689981,1.4124293785310733,5.545120058712344,75.99616733892962,3.160232175198359,0.4122137404580153,-1.9577911587707502,30.13918766442724,0.8125,6GCG24RQ+VMP6
387.9274474460378,85.07620712485507,0.6735101313008042,5.9633928158017175,1.755987807541727,18.875828207005917,2387.3241463784298,2546.479089470325,2387.3241463784298,1548.2592863979578,1.644736842105263,8.81914494312494,154.4302851973373,2.4452415678226966,0.56,-1.9457977444215537,30.129502710205458,0.875,6GCG343H+MRJ2
86.6379488290399,37.35043610726661,0.7804169110515258,4.473214109946757,1.1728958027728769,7.704398815145178,3405.91578216656,3310.4228163114226,3405.91578216656,1456.5860391770261,2.2727272727272725,7.715348153173098,21.590688563405532,3.7737013973799334,0.3644859813084112,-1.9483479157887773,30.143361186904734,0.875,6GCG342V+M894
110.0103342232923,42.145381851659764,0.7782934258686185,4.709623298089436,1.2098520749507713,7.249335139805388,1750.7043740108486,2928.450952890874,1750.7043740108486,534.7606087887683,5.476190476190475,10.697277228657507,84.68349042288463,2.4920078654699696,0.5454545454545454,-1.9455079573097556,30.140300512403687,0.875,6GCG343R+Q4VP
42.325320523389976,28.322075607541514,0.6630708930310492,3.7687372336906333,2.3055474596768426,9.22155349553812,3947.042588679004,3565.0707252584552,3947.042588679004,3335.887607206126,1.0687022900763359,6.547623810303821,76.17478284566336,2.950425786245827,0.3951612903225806,-1.957405016396631,30.13915296780832,0.875,6GCG24VQ+2MJQ
202.4200857159075,58.769848337820775,0.7364687585045827,5.315273228571403,1.2573403367577998,15.459650118162042,2546.479089470325,2801.1269984173578,2546.479089470325,1675.5832408714741,1.6717325227963524,9.049250027092109,42.80100878017626,3.660408042806676,0.325,-1.9602751628282638,30.142201833990864,0.875,6GCG24QR+VVPV
103.63240324300918,42.44062602650372,0.7230059491118207,4.650453286096097,1.7863018484512232,8.928856326385915,5252.113122032546,4965.634224467134,5252.113122032546,3870.6482159948946,1.282894736842105,5.148623332488623,48.209751886796674,3.910593464026815,0.28484848484848485,-1.9601900241455672,30.137889750713544,0.875,6GCG24QQ+W5C7
166.40149315831385,51.59976165452177,0.7853652693625737,5.120395077718784,1.0135671642200643,9.52676705574703,1750.7043740108486,1273.2395447351626,1750.7043740108486,2245.994556912827,0.5668934240362811,10.423957472693639,17.304995153150905,3.201688202236698,0.43636363636363634,-1.9548457047737513,30.127183027659413,0.875,6GCG24WG+3V75
86.75669128813435,37.86749823838791,0.7602905926964474,4.4745681134346205,1.4359034475407735,12.362838154930044,4647.324338283343,3055.7749073643904,4647.324338283343,2668.710085764901,1.1450381679389312,5.640309300561873,28.33506740337674,3.805401946224017,0.3493150684931507,-1.9567462881268767,30.127003270150144,0.875,6GCG24VG+8R22
80.16563550440817,36.24000389493566,0.7670463936637678,4.39649194951603,1.361077386982731,9.29374973368439,3692.394679731972,4710.986315520102,3692.394679731972,3167.819987301085,1.4871382636655948,6.7273336695288855,156.09719960259463,2.5686904086933207,0.5344827586206896,-1.9569651989846442,30.14007328546456,0.875,6GCG24VR+6287
306.29921567384935,75.7531934549676,0.6707394607153557,5.727821916818992,1.2778415049631686,11.15400871555145,1973.521294339502,2801.1269984173578,1973.521294339502,1441.3071646402043,1.9434628975265016,10.462820064264744,115.60189250961884,3.9052356258762724,0.2903225806451613,-1.9579289342058244,30.14389555261725,0.875,6GCG24RV+RHCW
181.01946224351576,53.8533113547671,0.7843507377016179,5.204113616763546,1.075837437471757,10.933229959341872,3151.2678732195277,3947.042588679004,3151.2678732195277,1858.9297353133377,2.1232876712328763,6.3892030973156,71.911684743559,2.475526381118981,0.5454545454545454,-1.9461665384489597,30.12884247287808,0.9375,6GCG343H+GGP9
283.18616494489197,68.98715361353118,0.7477310978461507,5.649629533777465,1.5606640414768767,17.177788835617577,2450.9861236151883,2801.1269984173578,2450.9861236151883,2821.498831133121,0.9927797833935017,8.774547778384342,58.92386440214649,3.045700464138311,0.4025974025974026,-1.9479453944825154,30.12851228570729,0.9375,6GCG342H+RCC3
31.213591299156786,22.4247543780674,0.7800064858072425,3.472388453531347,1.1813292987151973,7.337828418673186,4520.000383809827,4583.662361046586,4520.000383809827,4257.713037594384,1.076555023923445,5.621628919313501,91.02428677207989,3.1861175135143456,0.44366197183098594,-1.9594987933383605,30.134894088924035,0.7555999755859375,6GCG24RM+6X24
38.48605869907436,24.939202570083786,0.7775855408141114,3.6759476652803365,1.2213018210788762,9.060828477466329,2769.2960097989785,4201.690497626037,2769.2960097989785,1247.7747538404594,3.36734693877551,7.299786962764076,35.43001436890208,2.793964935623003,0.42528735632183906,-1.9480495377674698,30.144419418161412,0.8180999755859375,6GCG342V+QQM3
164.97953762807762,56.0140551375296,0.6607633054035464,5.111864513457768,2.3234756973977384,13.112844260600369,3565.0707252584552,3183.0988618379065,3565.0707252584552,2607.5945876176133,1.2207031249999998,6.00400924969688,21.829872319516987,3.8903447074848487,0.2767857142857143,-1.9592410595337797,30.141970812498485,0.8180999755859375,6GCG24RR+8Q56
66.05410967231512,32.62479982593721,0.7798552422244257,4.205499900501348,1.18300360079897,5.791680348984908,4520.000383809827,6111.549814728781,4520.000383809827,1721.41986448194,3.5502958579881656,6.194979830508625,115.53094732493733,2.705503795057409,0.5563380281690141,-1.9554150705328848,30.130124952875253,0.8180999755859375,6GCG24VJ+R2Q9
47.26230511970059,31.27308439406797,0.6072721017168905,3.876650823658361,2.8172709323806995,14.445269496694115,2864.788975654116,2673.8030439438417,2864.788975654116,2200.157933302361,1.215277777777778,7.313821727074226,43.134132822428384,2.816219799543259,0.5222222222222223,-1.9584738406495203,30.132528316884848,0.8180999755859375,6GCG24RM+J265
62.54595244925211,32.12427831714854,0.761626970252419,4.151763304800699,1.421308102995702,5.946645017553648,3660.5636911135925,3055.7749073643904,3660.5636911135925,3432.6538126059986,0.8902077151335311,6.40650849539521,31.797578747947988,3.8855545328020074,0.30434782608695654,-1.9592504173991723,30.13927837497131,0.8180999755859375,6GCG24RQ+7PRX
148.89629463549352,56.64223414433662,0.5831939424644789,5.0099436858937185,1.7189812341618342,9.711022076867627,5697.746962689853,6748.169587096362,5697.746962689853,3178.005903658966,2.123397435897436,4.6418516082791,24.96332901201734,3.740474203693398,0.2681564245810056,-1.962083030976051,30.13181837039555,0.8180999755859375,6GCG24QJ+5P8J
31.640815910262262,22.523068011666105,0.7837949148149254,3.485563527034162,1.095799806254649,6.828007016108076,3596.9017138768345,4074.3665431525205,3596.9017138768345,2678.896002122782,1.5209125475285172,6.566410698729721,77.19738396615462,2.215409491054912,0.6371681415929203,-1.9485358842108371,30.132612075346742,0.8180999755859375,6GCG342M+H2QG
122.82664840362715,51.54175666161783,0.5810105694180535,4.818882590750944,3.08109774470636,6.688604885438301,1750.7043740108486,3183.0988618379065,1750.7043740108486,1375.0987083139757,2.3148148148148144,9.038882242457943,119.01198727113575,2.7619624190849947,0.4909090909090909,-1.9507731533698203,30.125460999847366,0.8180999755859375,6GCG24XG+M5W5
