area_m2,perimeter_m,shape_index,area_log,elongation,nearest_nbr_dist,local_density,density_50m,density_100m,density_250m,density_ratio,nn_dist_std_100m,orientation,orientation_entropy,orientation_coherence,lat,lon,confidence,full_plus_code,cluster_id,category,risk_score
42.569163870938105,26.1737902171001,0.7808574345528139,3.774349649468693,1.1651344400028192,6.741128807527627,2514.6481008519463,2291.831180523293,2514.6481008519463,3004.845325574984,0.7627118644067796,9.100481752870724,137.2300856485474,3.932008783845944,0.2531645569620253,-1.9600758127133464,30.13929486641836,0.8550999760627747,6GCG24QQ+XP7V,1,Stable/Formal Infrastructure,1
169.73911910907623,52.11533651938333,0.7853454196234957,5.140136772315461,1.016239514627305,12.819761169212972,4615.493349664965,4965.634224467134,4615.493349664965,4089.645417689343,1.2141967621419676,5.408413633930746,105.85118919025965,3.368030978059669,0.4137931034482758,-1.9602225426233288,30.13326337771282,0.9175999760627748,6GCG24QM+W863,0,Informal/High Risk,8
97.9775389098444,46.5585197221901,0.5679865640139626,4.594892944694957,3.2212911824631525,11.090180277212804,5061.127190322271,4456.338406573069,5061.127190322271,3967.414421394767,1.1232349165596918,5.573820154979044,138.19337058032954,3.941161159472148,0.270440251572327,-1.9600973418867675,30.13794722427216,0.7357000112533569,6GCG24QQ+X583,0,Informal/High Risk,8
18.972985708896577,18.39595195147228,0.7045324653154065,2.994380645961654,1.9460029950792292,6.815127266211605,4297.183463481174,5347.606087887683,4297.183463481174,3453.025645321761,1.5486725663716814,5.6912011685688695,166.96992432022918,2.899102759781608,0.4296296296296296,-1.9578395920232536,30.13951399176384,0.7357000112533569,6GCG24RQ+VR6F,0,Informal/High Risk,8
2.7338447975017384,7.067870877526449,0.6877118473721837,1.3174384795802103,2.0928936545085675,10.868862630640605,2896.619964272495,2546.479089470325,2896.619964272495,2164.507226049777,1.176470588235294,7.650380758347034,7.605411845824136,3.6569200923646727,0.2747252747252747,-1.9564653358570048,30.12821819493529,0.7357000112533569,6GCG24VH+C789,1,Stable/Formal Infrastructure,1
99.6391001650743,42.68794272411323,0.6871146534488648,4.611540851786108,1.8192931781705637,11.934130146060616,859.4366926962348,1018.59163578813,859.4366926962348,1354.7268755982132,0.7518796992481203,11.007372785355898,111.44746605890694,3.2743627447176507,0.2962962962962963,-1.9609320465085287,30.14220768058337,0.7982000112533569,6GCG24QR+JVGP,1,Stable/Formal Infrastructure,1
27.19311194412075,21.455997105034108,0.7422861729237776,3.3390776908077124,1.612817190706796,4.948771967267811,2450.9861236151883,3692.394679731972,2450.9861236151883,1986.2536897868536,1.858974358974359,8.39849702985098,52.7761157981933,3.3026617787734587,0.2597402597402597,-1.9633345694964248,30.143225719508862,0.7982000112533569,6GCG24PV+M79J,1,Stable/Formal Infrastructure,1
162.29932731571049,55.313607952185336,0.6665958559006258,5.095584880652017,1.39076792094616,11.771599052043335,2673.8030439438417,4201.690497626037,2673.8030439438417,1604.281826366305,2.619047619047618,8.315652244262989,149.2136770538152,3.5659679122477783,0.2738095238095238,-1.964766674468641,30.143443489099106,0.7982000112533569,6GCG24PV+39W6,1,Stable/Formal Infrastructure,1
120.4956176739113,44.01738447965956,0.7815065998851194,4.799878193602639,1.151584784506703,12.266574441593166,3183.0988618379065,3310.4228163114226,3183.0988618379065,3152.541112764263,1.0500807754442647,7.308949491610202,173.64780083815148,2.8570874502404737,0.41,-1.956811308405353,30.13910292217524,0.8607000112533569,6GCG24VQ+7JHF,0,Informal/High Risk,8
163.4680896377383,51.63883015237026,0.7703535021474922,5.102716567422987,1.3209406353064803,11.498474364238804,2832.957987035737,3310.4228163114226,2832.957987035737,2622.8734621544354,1.2621359223300967,8.277118582226988,166.16560761438149,2.924151950743058,0.3595505617977528,-1.956327273679808,30.13985039500611,0.8607000112533569,6GCG24VQ+FW9R,2,Planned Residential,4
163.91573303493496,51.74850339524068,0.7691922783429586,5.1054346345652,1.3351343527136696,14.310983743117948,2450.9861236151883,2801.1269984173578,2450.9861236151883,2261.273431449649,1.2387387387387387,9.021161508184631,148.8532270423368,3.269562474349496,0.3246753246753247,-1.9484305282410643,30.13020442408397,0.9232000112533568,6GCG342J+J3GP,2,Planned Residential,4
217.5667914573884,59.12094911504625,0.7822033580454437,5.3870916495516825,1.1379632877207924,15.267378343163214,2291.831180523293,2037.1832715762605,2291.831180523293,1736.698739018762,1.1730205278592376,8.438053686744338,161.00319199959233,3.750302302422992,0.3194444444444444,-1.957380571243611,30.143408789873597,0.9232000112533568,6GCG24VV+29VJ,2,Planned Residential,4
1080.64837293595,164.20764751373386,0.503625265460803,6.9862414277871085,2.804067420940183,19.93235932791612,2578.3100780887044,3055.7749073643904,2578.3100780887044,2745.104458449011,1.1131725417439702,8.608127370386502,70.78733980957354,3.931038120486194,0.2469135802469135,-1.959700113848461,30.140280681514277,0.9232000112533568,6GCG24RR+446X,2,Planned Residential,4
18.905517777576826,19.565946024160848,0.6205785180204557,2.9909969685518845,2.688867871607526,4.06124762831464,3915.211600060625,5602.253996834716,3915.211600060625,3249.3073181641357,1.7241379310344829,6.40616815980483,60.06590279298688,2.2914171285743583,0.5528455284552846,-1.957281841353214,30.140347362974524,0.7412999868392944,6GCG24VR+34QJ,0,Informal/High Risk,8
31.36201711227054,28.16482284595394,0.4968208387150408,3.4769854237541447,4.07623443473167,14.156221653598116,1687.0423967740903,2291.831180523293,1687.0423967740903,565.3183578624122,4.054054054054054,8.638130616510814,153.04311972231432,3.0449615508200383,0.490566037735849,-1.9503533609894448,30.14130644481563,0.7412999868392944,6GCG24XR+VG3X,1,Stable/Formal Infrastructure,1
32.16315327097986,23.612237893109945,0.7249268477319262,3.501439418357052,1.7701296799761634,14.398569505324971,1145.9155902616465,1400.5634992086789,1145.9155902616465,555.1324415045309,2.522935779816514,14.115301765814571,56.87084923823306,2.765246528378741,0.4166666666666667,-1.9506984183105864,30.141561963708075,0.8037999868392944,6GCG24XR+PJF5,1,Stable/Formal Infrastructure,1
78.06204001900728,39.47799937517195,0.6294184787829173,4.3702328609635055,1.6681166209701996,5.316531769028763,3087.605895982769,6366.197723675813,3087.605895982769,1721.41986448194,3.6982248520710055,7.648490860423056,143.20141787423154,3.4922311689022347,0.3092783505154639,-1.964511232406089,30.14341599355396,0.8037999868392944,6GCG24PV+59VF,0,Informal/High Risk,8
129.28567806508568,52.20670666679513,0.5960843040147122,4.869729563009769,1.4205286992899933,11.22009850309195,2546.479089470325,2419.155134996809,2546.479089470325,1405.6564573876196,1.721014492753623,6.546773096041689,105.97250067556256,2.7322475466717826,0.525,-1.9529537864962756,30.12516212015584,0.8037999868392944,6GCG24WG+R37R,1,Stable/Formal Infrastructure,1
89.954342384466,38.92691924356093,0.7459881499736328,4.5103576485683785,1.5764066145767677,12.811044069128585,1305.0705333535416,2419.155134996809,1305.0705333535416,906.546555851436,2.6685393258426964,5.172296525769508,82.85557369417741,2.2687115423879494,0.6097560975609756,-1.963736821889489,30.125963471625298,0.8037999868392944,6GCG24PG+G94H,1,Stable/Formal Infrastructure,1
158.35211464073305,52.6287722058192,0.71843462446027,5.07111631119094,1.1229890299262055,11.880851032859509,4870.141258611997,5729.577951308232,4870.141258611997,4125.296124941928,1.3888888888888886,5.260603478286438,109.7332556100078,2.895946291975211,0.4313725490196078,-1.9581171589589188,30.13694813593452,0.8662999868392944,6GCG24RP+QQ47,0,Informal/High Risk,8
79.71725096802129,40.050384555989694,0.6245235171220234,4.390952319073217,2.654191407644874,7.675786091149968,3724.225668350351,4838.310269993618,3724.225668350351,2052.4621461130823,2.357320099255583,5.773139943905636,156.08602850700134,3.859335747066404,0.282051282051282,-1.9580050397641644,30.125360944918235,0.8662999868392944,6GCG24RG+Q4XP,0,Informal/High Risk,8
175.12733472158098,57.22491062940807,0.6720375749533619,5.171207226179704,1.0493794553780575,10.696243139760044,3947.042588679004,3310.4228163114226,3947.042588679004,3468.3045198585837,0.9544787077826724,5.905118214477254,71.74824297863012,2.7021769320459144,0.5483870967741935,-1.9577472869227832,30.14059569478879,0.8662999868392944,6GCG24RR+W652,0,Informal/High Risk,8
316.3415481778414,80.69780224862876,0.610439580792406,5.759978632903237,1.3852202260555682,13.142332966068418,1687.0423967740903,2801.1269984173578,1687.0423967740903,1385.284624671857,2.022058823529412,8.415989683975873,119.01471977258728,2.3329989907887025,0.5660377358490566,-1.9501113435148216,30.125294521688907,0.8662999868392944,6GCG24XG+X43F,2,Planned Residential,4
79.72077263147084,36.839807092150565,0.738153474536138,4.390995947747201,1.650541338547587,11.07678816415956,3087.605895982769,4201.690497626037,3087.605895982769,2566.850922186088,1.6369047619047616,7.592875856407169,175.75780724910848,3.4164765719345014,0.3814432989690721,-1.9568164982217784,30.125649197728222,0.8662999868392944,6GCG24VG+77C9,0,Informal/High Risk,8
65.97965133022187,32.97722460645731,0.7624154276360224,4.204388861772066,1.4121970762003917,11.406966730782964,2737.4650211806,2928.450952890874,2737.4650211806,1762.1635299134653,1.6618497109826589,6.527913145569815,174.98069941748415,3.470981979552715,0.4069767441860465,-1.9560962942726872,30.12524466621411,0.8662999868392944,6GCG24VG+H395,1,Stable/Formal Infrastructure,1
98.8899994506835,41.11434165157668,0.7351493161617931,4.604069575044845,1.6773544055746257,6.82205652286747,2355.493157760051,3055.7749073643904,2355.493157760051,2093.2058115446075,1.45985401459854,6.758640595075461,70.00755345039751,2.6314587874318103,0.581081081081081,-1.950292838710684,30.13563915406723,0.8662999868392944,6GCG24XP+V7J7,1,Stable/Formal Infrastructure,1
220.10902091890688,62.18588382810288,0.7152602392248241,5.398655887207066,1.1029095752439726,10.104456325531888,3310.4228163114226,3692.394679731972,3310.4228163114226,1864.0226934922784,1.9808743169398904,5.887444523545109,36.273785305698055,2.712511520983842,0.6057692307692307,-1.964032509875128,30.140941242997645,0.9287999868392944,6GCG24PR+99PJ,2,Planned Residential,4
